4715,2974,8474
4715,6790,8648
4718,2055,2930
4718,3846,1500
4724,5226,7635
4728,1381,8992
4728,6582,7050
4754,2291,8557
4754,7941,8849
4764,1301,1887
4765,8940,8135
4777,2425,3861
4786,7141,6193
4786,2074,5775
4786,9910,4297
4789,4811,2213
4797,6748,4333
4797,7074,5644
4812,6508,82
4815,7249,5134
4816,5954,7801
4856,2110,5211
4856,6167,6587
4857,9744,1870
4857,4014,4718
4857,1276,7461
4860,5779,672
4860,8439,507
4861,7509,4122
4861,5020,5802
4865,7501,3475
4866,4301,1565
4866,5489,8292
4882,3787,6066
4882,8865,500
4898,1222,4947
4899,5551,4536
4907,2175,2373
4918,3656,7220
4925,9941,446
4926,2060,6488
4934,6662,4287
4949,1605,5463
4956,4426,9833
4960,3666,2591
4968,2376,1996
4984,4146,2531
4986,321,6222
5004,3427,388
5012,2269,6739
5027,2062,1879
5033,1842,4568
5040,5717,1722
5041,882,5797
5043,7994,9864
5054,6468,6932
5074,9405,4195
5075,3762,4355
5076,4518,5310
5081,8513,4613
5082,9435,9870
5082,5125,5073
5092,698,7683
5106,6728,3840
5109,7138,1985
5112,1727,7981
5113,6157,7531
5140,9745,1748
5148,1642,2801
5162,2061,5362
5164,6023,2925
5164,4253,2082
5165,4735,1662
5171,6538,4093
5180,256,2526
5188,845,3931
5190,5140,3136
5190,94,6944
5193,1500,5962
5193,8143,5553
5204,9011,7096
5211,5368,4218
5223,9538,4454
5224,4114,2573
5229,5969,1327
5232,6538,6073
5232,3098,1271
5236,5015,2132
5236,2845,9575
5238,7971,4386
5247,5500,9209
5247,7456,4996
5262,7689,7007
5263,4712,7823
5264,4588,25
5265,7377,1578
5268,8155,3570
5277,6350,9007
5282,6719,7388
5284,7320,4077
5300,1176,6262
5302,7539,5613
5308,6429,2016
5322,8711,6713
5329,3524,7117
5329,7569,1644
5333,5261,1123
5361,1528,8680
5361,8380,3566
5367,7988,5294
5368,9023,8566
5372,6802,2486
5389,4949,7563
5390,8947,2250
5391,6129,7881
5397,8875,5188
5398,3067,2372
5398,2317,6848
5399,9922,1406
5399,9706,9969
5403,1541,6029
5404,8722,2696
5404,8023,703
5404,5850,9690
5404,6737,4956
5405,6064,41
5407,76,9771
5411,6929,6979
5413,4956,9874
5434,364,3491
5444,3264,7092
5445,3084,3552
5455,9543,6175
5461,4261,1422
5464,769,4907
5467,8514,6721
5468,3342,7522
5479,7121,9306
5480,6256,2651
5480,4518,1539
5489,7238,5744
5507,1634,3798
5508,6865,8431
5515,5320,7378
5522,2961,4272
5523,1690,9012
5529,4917,7146
5532,4240,2571
5533,9168,7123
5533,429,164
5556,7079,9074
5568,7323,5062
5571,6276,7508
5591,8924,4279
5591,2559,675
5603,2589,8910
5605,4026,8820
5626,7902,8324
5632,8328,4748
5642,210,276
5643,6090,6463
5644,5590,4420
5651,200,474
5657,6677,2732
5657,6214,9142
5660,4921,1397
5662,9474,9227
5664,1355,9280
5695,9746,2072
5706,2461,7089
5712,2826,2567
5732,5613,8981
5736,3015,4256
5739,4656,9700
5740,8411,6791
5740,7367,6617
5741,7396,1595
5756,3055,3844
5760,2729,7992
5771,4207,2854
5783,4813,6613
5789,1308,3979
5790,174,9481
5790,9225,4700
5808,5469,5130
5808,8932,5782
5814,4093,524
5817,5455,1559
5821,7457,264
5837,3703,4845
5857,102,5630
5860,4787,1062
5861,3017,5594
5871,804,4244
5873,3481,5147
5891,6492,8237
5891,415,1388
5895,2830,3897
5896,9639,8890
5913,3870,196
5932,1189,1280
5933,7527,9328
5938,1707,6403
5938,4465,7323
5939,5074,1608
5943,9345,6605
5956,8064,8977
5960,9417,4032
5988,4317,437
5994,6354,9107
6003,921,4542
6004,9826,975
6007,2772,440
6010,7111,2267
6032,7840,2849
6035,7638,682
6035,2243,1218
6036,5004,9371
6038,7417,8949
6048,9897,4368
6048,5152,4414
6054,9740,2131
6055,4491,4342
6057,3306,1704
6064,6897,3260
6074,2501,4305
6081,4603,3383
6085,9096,2938
6098,5244,4943
6100,8104,43
6105,5530,4299
6116,6435,1327
6123,2991,9177
6124,3895,5067
6124,1929,2421
6126,305,2364
6133,3222,9341
6133,2111,2235
6134,4720,4605
6135,9065,2632
6151,4415,5916
6151,422,5659
6152,4431,5452
6154,5638,2358
6159,1629,5700
6162,9062,7071
6169,5115,170
6170,1956,475
6172,5900,9735
6178,7405,2379
6180,7102,6638
6185,9293,9125
6187,4155,8304
6217,4711,5093
6218,4466,4309
6219,8624,6609
6219,7278,7086
6220,2580,6472
6221,369,438
6226,8586,169
6226,3694,7354
6226,6253,514
6228,2073,8186
6229,1502,9418
6230,6142,9431
6234,3332,3000
6234,8339,5465
6249,6990,3251
6249,3107,4686
6250,6448,2565
6269,4138,1648
6277,9596,3196
6278,3952,2119
6281,7456,9526
6288,1597,8931
6307,2086,2815
6333,6074,1855
6333,6870,9996
6340,8149,5770
6342,4225,5184
6348,5575,4496
6361,2463,408
6382,6058,9975
6394,9949,5841
6406,3790,329
6413,9491,2605
6423,7018,2485
6427,9470,9005
6432,7129,4943
6441,7675,8770
6444,4712,9831
6461,5991,2164
6463,8229,1433
6487,4802,303
6487,9716,5925
6492,9700,5425
6492,7374,3500
6493,8779,5442
6501,2395,1403
6504,3209,9179
6505,3179,1596
6505,8407,2322
6506,3978,5480
6509,6387,234
6532,3468,2149
6546,8165,6891
6549,9162,2346
6574,1884,7804
6585,3764,4874
6589,6630,5073
6590,8341,3776
6591,8994,9577
6619,3925,4463
6620,9409,984
6631,4196,9434
6632,5107,6009
6637,8849,4561
6640,8182,2416
6640,7522,3708
6647,2353,6462
6652,6571,4454
6657,9445,4872
6664,5173,3304
6667,2945,9968
6667,9456,7181
6667,7828,6280
6687,7614,9358
6688,9520,1630
6688,2354,4133
6708,3416,810
6709,6194,3375
6718,7259,5172
6718,8463,8731
6726,1153,5596
6728,1092,712
6729,2739,8899
6731,1236,8587
6737,3628,4483
6738,2828,1726
6746,2349,5964
6747,993,9089
6754,6780,9233
6757,1235,6384
6757,87,9425
6766,6216,8369
6777,4674,4556
6782,7444,8498
6784,8295,1980
6788,2840,9039
6790,517,5028
6803,5820,2531
6803,6965,179
6819,7180,6121
6821,4216,600
6827,9332,8474
6827,9168,4961
6828,5605,510
6837,6761,2345
6855,695,9148
6856,417,3722
6856,6614,8581
6856,7923,5771
6865,2684,8677
6889,6816,2190
6898,6386,6196
6906,495,5465
6927,2962,8778
6929,4610,7367
6933,2163,8921
6941,5998,6743
6947,5540,5540
6948,4794,4904
6954,8584,31
6970,9109,2664
6971,6384,5447
6974,6799,7666
6974,9072,9545
6975,7203,5349
6975,7619,3163
6975,6669,9998
6980,956,2996
6988,6068,1872
6989,9174,4104
7006,9784,7989
7028,9717,6954
7051,7207,6956
7054,3382,4277
7072,2166,8755
7072,7136,6690
7073,4644,7229
7076,7758,347
7079,6989,4200
7084,1308,301
7084,656,2204
7086,1147,3943
7086,5053,7138
7096,9292,9181
7107,6092,6244
7112,757,6294
7118,2923,6922
7118,5707,9268
7118,5099,6012
7123,5804,9550
7124,8609,7315
7130,6766,3902
7135,7708,2323
7138,4141,1721
7147,81,7919
7149,1018,9233
7163,736,101
7176,926,7583
7177,6872,2427
7194,1621,7141
7195,3090,3558
7203,3619,6776
7203,5008,1161
7217,6836,9430
7218,4225,611
7222,2004,8318
7243,6036,2674
7247,2606,2014
7247,4495,4794
7247,1660,3509
7261,5502,5197
7265,1427,1755
7267,5150,9057
7268,9346,4042
7275,4738,7511
7277,2750,5021
7292,7895,6962
7301,280,3022
7306,8460,7566
7306,2913,9991
7306,4378,1377
7311,5014,2231
7312,625,4320
7313,7287,6095
7313,2453,4484
7315,2227,2175
7315,4741,3471
7315,1076,9562
7324,7541,4986
7332,5868,5103
7344,9634,5881
7356,2276,3848
7358,7167,4898
7371,8564,7220
7398,5830,3800
7407,4865,6473
7407,7769,8614
7408,1187,9042
7413,9026,928
7428,8271,9720
7430,2723,8083
7451,4822,1862
7452,4817,9316
7454,2667,895
7478,6059,4287
7480,5898,7267
7480,7442,7291
7494,7478,9030
7495,6464,6839
7495,2429,5251
7496,5656,6588
7497,8121,1787
7500,3522,4854
7500,7690,3057
7512,400,2463
7514,1603,6209
7515,6226,7009
7515,3462,9351
7523,6306,817
7532,1514,4027
7543,4282,9751
7546,7964,4059
7554,706,7749
7574,1758,686
7575,5946,3223
7576,5496,7656
7597,4478,7985
7603,4788,3214
7622,669,59
7625,5385,1717
7630,6832,7340
7637,1056,7577
7637,6131,3583
7641,5741,8570
7656,9473,9862
7656,3926,9027
7659,4868,9663
7662,2210,4219
7662,4104,566
7665,5511,6326
7667,6567,7486
7680,8827,6534
7682,8961,2516
7686,9125,6207
7686,5913,3044
7705,1589,77
7706,6885,4653
7710,1787,8188
7711,866,6041
7723,258,8268
7723,9127,535
7725,7697,1088
7725,5246,6915
7726,25,2173
7731,3032,2902
7732,631,2302
7747,2883,8142
7757,9599,3942
7760,334,3647
7760,4683,5594
7764,2596,570
7769,1217,2951
7770,7284,4029
7770,3518,6462
7773,3783,9874
7787,7388,1490
7795,3528,3860
7798,5323,9968
7798,6349,7715
7808,847,8724
7811,8500,9072
7817,6264,4548
7818,5105,2761
7869,474,5791
7873,4007,356
7894,7359,3558
7918,3506,8328
7926,570,1056
7927,950,6123
7934,1352,1820
7945,8325,4158
7950,498,8903
7975,3636,3965
7978,2045,9946
7981,7453,5203
7983,6050,1796
7989,6951,7403
7990,5082,5524
8009,1369,8404
8012,4209,2726
8021,2293,9392
8023,4294,2116
8023,8766,3019
8023,5737,3646
8031,8966,140
8032,7044,8237
8055,4011,7255
8058,5449,2018
8061,6390,8277
8063,716,305
8075,8993,6156
8076,8779,5390
8077,4061,2280
8094,8127,6319
8097,5771,3857
8098,4425,3691
8099,4049,8586
8099,5909,4879
8107,8498,2658
8116,5252,7301
8119,3240,3685
8121,766,8075
8121,2530,4740
8123,8728,506
8124,9486,5509
8141,6678,96
8141,2071,526
8142,6630,7886
8144,7853,8388
8144,9846,5585
8144,5486,3252
8149,8606,6757
8157,2203,5176
8157,7298,1961
8160,975,7059
8162,7642,9698
8163,1994,4807
8169,7505,5194
8172,423,1107
8173,984,3690
8184,8825,7692
8187,3280,4699
8197,5092,5393
8208,5333,8117
8209,8581,5826
8210,3415,8740
8213,75,2788
8213,9042,7618
8218,3088,5222
8221,1014,5990
8231,5781,2821
8232,2331,3539
8232,1344,8191
8232,3980,4565
8234,6126,7872
8235,3793,6550
8244,4874,9298
8254,7499,9498
8254,7691,2842
8270,4984,8133
8282,1027,5060
8291,5461,1436
8291,8535,241
8303,5311,7434
8320,9942,8235
8331,8092,1482
8334,6234,9079
8347,6687,6833
8349,6969,5110
8356,3958,2058
8372,3499,9388
8377,7395,9004
8381,5570,2873
8382,5421,631
8391,8406,4895
8402,4950,1112
8411,3888,3750
8412,6127,3808
8416,9172,1177
8425,9706,1671
8425,3654,2374
8427,6076,9703
8430,6554,4446
8431,8956,7258
8440,4729,6735
8456,7162,4730
8478,7065,360
8486,9701,8985
8486,1424,6315
8497,5438,2584
8499,3370,8297
8502,8357,1898
8514,6945,3512
8516,2636,7431
8527,8607,3432
8536,5716,9670
8584,5207,6064
8585,392,1447
8605,1801,7897
8617,5314,2361
8618,1804,3722
8619,7276,8714
8622,798,4362
8623,8399,3207
8623,1318,8322
8635,6284,2425
8640,655,2661
8640,2999,8230
8649,8898,2363
8652,3119,1683
8676,1637,5347
8681,6116,5541
8687,9559,1697
8701,1703,455
8701,7903,9978
8702,8046,2988
8711,5301,4029
8719,2941,8775
8725,9602,1354
8738,751,7102
8741,5788,9493
8765,801,2114
8776,6440,245
8777,99,2512
8779,8676,3382
8780,737,4086
8782,5817,3611
8783,5160,4930
8784,3184,1322
8785,2857,4695
8797,5211,9625
8800,4293,2505
8834,869,9805
8837,9843,2093
8849,9753,8387
8850,7255,2452
8854,1265,6919
8889,1769,5785
8890,9047,3227
8891,5218,2983
8901,6357,8599
8903,6860,5699
8904,3755,6575
8923,6413,4155
8934,6774,333
8935,5630,7451
8952,3694,484
8958,9289,7455
8962,7439,5281
8963,8071,3551
8963,4249,7163
8966,5286,239
8989,465,4219
8989,9832,2282
8989,5525,6136
8990,3328,6953
8992,2697,8662
8995,2141,5395
8995,2208,2639
9015,5915,9891
9053,6755,3506
9068,5159,8011
9071,6372,8925
9088,5357,4612
9091,6067,8810
9095,3899,6755
9112,3998,3618
9112,6273,6069
9115,5917,7857
9124,1225,8701
9142,9614,8225
9143,5724,1637
9154,2386,3955
9154,1774,5451
9159,262,210
9161,5235,1543
9162,6061,8748
9188,2637,6083
9189,5557,1254
9192,2523,6148
9193,3036,794
9194,1347,7934
9195,8836,8574
9202,7428,9032
9204,9467,9394
9219,8179,8594
9220,1989,7404
9220,6668,2012
9232,1743,9439
9236,7474,8927
9237,4266,1551
9241,5800,6169
9247,4454,2759
9247,8712,82
9257,1663,4537
9259,7454,2430
9268,1657,4757
9294,7022,7478
9294,6073,1896
9305,1451,9699
9321,2620,6792
9325,176,8672
9326,7686,4407
9327,9571,1464
9333,5076,3555
9333,9000,9448
9361,8295,6414
9366,5158,257
9366,2628,4306
9369,3327,3484
9375,4015,5558
9375,8529,7754
9380,1629,1851
9397,2422,1781
9402,280,977
9403,5277,8596
9407,8262,5632
9408,893,5327
9414,5375,2247
9414,714,9488
9414,5540,359
9420,3865,614
9426,4149,3476
9429,2605,2682
9432,4239,9260
9439,1689,3510
9441,6229,6262
9446,7512,4372
9462,386,3440
9480,9447,3370
9484,1975,767
9490,3305,5463
9492,5609,8863
9492,9913,3136
9513,3071,6038
9517,7585,9294
9524,7860,4376
9544,7949,8568
9548,1817,2662
9548,8986,5717
9551,8790,8654
9559,605,2024
9560,2626,681
9569,5809,3841
9573,603,7710
9574,3130,4719
9592,8391,1447
9595,5041,3913
9598,9429,5181
9602,1187,9443
9611,6445,1119
9614,9664,5687
9618,7643,1158
9623,8140,4922
9624,8927,7128
9631,4673,865
9634,9356,4198
9641,5877,1629
9645,307,3489
9652,6821,5160
9660,4305,8501
9666,2595,3196
9673,3576,6184
9699,1974,5349
9711,1329,9216
9716,6944,8983
9720,6925,4632
9720,9291,9652
9729,6746,9745
9743,5971,251
9743,5563,8976
9743,8874,776
9743,8596,6368
9752,7409,8409
9758,3800,237
9758,75,2678
9776,9327,1227
9779,4594,565
9784,295,2180
9794,5197,2039
9802,256,3342
9802,9909,7195
9808,4309,325
9808,200,3739
9809,8466,8256
9827,9106,8549
9827,1845,4076
9828,7778,6012
9829,6865,6785
9831,8485,3082
9833,2351,2419
9835,8965,3375
9838,6585,288
9841,388,3069
9851,2701,5372
9856,3595,8525
9856,1673,7457
9859,1936,9697
9873,2606,570
